date,zone,demand_mw,load_shed_mw
09-01-2025,Chittagong,1097,0
09-01-2025,Khulna,1206,0
09-01-2025,Rajshahi,971,0
09-01-2025,Comilla,895,0
09-01-2025,Mymensingh,865,0
09-01-2025,Sylhet,361,0
09-01-2025,Barisal,292,0
09-01-2025,Rangpur,662,0
10-01-2025,Dhaka,3016,0
10-01-2025,Chittagong,1012,0
10-01-2025,Khulna,1105,0
10-01-2025,Rajshahi,899,0
10-01-2025,Comilla,805,0
10-01-2025,Mymensingh,833,0
10-01-2025,Sylhet,338,0
10-01-2025,Barisal,283,0
10-01-2025,Rangpur,598,0
11-01-2025,Dhaka,3722,0
11-01-2025,Chittagong,1136,0
11-01-2025,Khulna,1198,0
11-01-2025,Rajshahi,999,0
11-01-2025,Comilla,917,0
11-01-2025,Mymensingh,920,0
11-01-2025,Sylhet,375,0
11-01-2025,Barisal,299,0
11-01-2025,Rangpur,685,0
12-01-2025,Dhaka,3927,0
12-01-2025,Chittagong,1115,0
12-01-2025,Khulna,1212,0
12-01-2025,Rajshahi,991,0
12-01-2025,Comilla,892,0
12-01-2025,Mymensingh,927,0
12-01-2025,Sylhet,385,0
12-01-2025,Barisal,300,0
12-01-2025,Rangpur,677,0
13-01-2025,Dhaka,3747,0
13-01-2025,Chittagong,753,0
13-01-2025,Khulna,1217,0
13-01-2025,Rajshahi,990,0
13-01-2025,Comilla,448,0
13-01-2025,Mymensingh,907,0
13-01-2025,Sylhet,387,0
13-01-2025,Barisal,299,0
13-01-2025,Rangpur,673,0
14-01-2025,Dhaka,4004,0
14-01-2025,Chittagong,1049,0
14-01-2025,Khulna,1183,0
14-01-2025,Rajshahi,1005,0
14-01-2025,Comilla,908,0
14-01-2025,Mymensingh,906,0
14-01-2025,Sylhet,369,0
14-01-2025,Barisal,294,0
14-01-2025,Rangpur,657,0
15-01-2025,Dhaka,3932,0
15-01-2025,Chittagong,1103,0
15-01-2025,Khulna,1183,0
15-01-2025,Rajshahi,1016,0
15-01-2025,Comilla,876,0
15-01-2025,Mymensingh,962,0
15-01-2025,Sylhet,382,0
15-01-2025,Barisal,294,0
15-01-2025,Rangpur,674,0
16-01-2025,Dhaka,3977,0
16-01-2025,Chittagong,1174,0
16-01-2025,Khulna,1198,0
16-01-2025,Rajshahi,984,0
16-01-2025,Comilla,897,0
16-01-2025,Mymensingh,914,0
16-01-2025,Sylhet,381,0
16-01-2025,Barisal,297,0
16-01-2025,Rangpur,651,0
17-01-2025,Dhaka,3103,0
17-01-2025,Chittagong,1080,0
17-01-2025,Khulna,1116,0
17-01-2025,Rajshahi,932,0
17-01-2025,Comilla,818,0
17-01-2025,Mymensingh,882,0
17-01-2025,Sylhet,347,0
17-01-2025,Barisal,281,0
17-01-2025,Rangpur,611,0
18-01-2025,Dhaka,3936,0
18-01-2025,Chittagong,1008,0
18-01-2025,Khulna,1200,0
18-01-2025,Rajshahi,1012,0
18-01-2025,Comilla,883,0
18-01-2025,Mymensingh,953,22
18-01-2025,Sylhet,372,0
18-01-2025,Barisal,291,0
18-01-2025,Rangpur,688,0
19-01-2025,Dhaka,3909,0
19-01-2025,Chittagong,1148,0
19-01-2025,Khulna,1209,0
19-01-2025,Rajshahi,1031,0
19-01-2025,Comilla,885,0
19-01-2025,Mymensingh,945,0
19-01-2025,Sylhet,379,0
19-01-2025,Barisal,299,0
19-01-2025,Rangpur,696,0
20-01-2025,Dhaka,3997,0
20-01-2025,Chittagong,1024,0
20-01-2025,Khulna,1208,0
20-01-2025,Rajshahi,1038,0
20-01-2025,Comilla,883,0
20-01-2025,Mymensingh,923,10
20-01-2025,Sylhet,383,0
20-01-2025,Barisal,287,0
20-01-2025,Rangpur,714,0
21-01-2025,Dhaka,3968,30
21-01-2025,Chittagong,1099,0
21-01-2025,Khulna,1196,0
21-01-2025,Rajshahi,1029,0
21-01-2025,Comilla,902,0
21-01-2025,Mymensingh,951,25
21-01-2025,Sylhet,374,0
21-01-2025,Barisal,294,0
21-01-2025,Rangpur,693,0
22-01-2025,Dhaka,3944,18
22-01-2025,Chittagong,1126,0
22-01-2025,Khulna,1186,0
22-01-2025,Rajshahi,1059,0
22-01-2025,Comilla,884,0
22-01-2025,Mymensingh,958,65
22-01-2025,Sylhet,377,0
22-01-2025,Barisal,296,0
22-01-2025,Rangpur,674,0
23-01-2025,Dhaka,3938,90
23-01-2025,Chittagong,1118,0
23-01-2025,Khulna,1214,0
23-01-2025,Rajshahi,1030,0
23-01-2025,Comilla,838,0
23-01-2025,Mymensingh,947,48
23-01-2025,Sylhet,377,0
23-01-2025,Barisal,288,0
23-01-2025,Rangpur,719,0
24-01-2025,Dhaka,3104,0
24-01-2025,Chittagong,1030,0
24-01-2025,Khulna,1104,0
24-01-2025,Rajshahi,963,0
24-01-2025,Comilla,831,0
24-01-2025,Mymensingh,921,0
24-01-2025,Sylhet,353,0
24-01-2025,Barisal,271,0
24-01-2025,Rangpur,670,0
25-01-2025,Dhaka,3884,0
25-01-2025,Chittagong,1138,0
25-01-2025,Khulna,1201,0
25-01-2025,Rajshahi,1051,0
25-01-2025,Comilla,901,0
25-01-2025,Mymensingh,974,0
25-01-2025,Sylhet,395,0
25-01-2025,Barisal,284,0
25-01-2025,Rangpur,755,0
26-01-2025,Dhaka,3935,0
26-01-2025,Chittagong,1034,0
26-01-2025,Khulna,1190,0
26-01-2025,Rajshahi,1062,0
26-01-2025,Comilla,854,0
26-01-2025,Mymensingh,992,70
26-01-2025,Sylhet,385,0
26-01-2025,Barisal,280,0
26-01-2025,Rangpur,752,0
27-01-2025,Dhaka,3975,0
27-01-2025,Chittagong,1134,0
27-01-2025,Khulna,1210,0
27-01-2025,Rajshahi,1072,0
27-01-2025,Comilla,885,0
27-01-2025,Mymensingh,960,57
27-01-2025,Sylhet,388,0
27-01-2025,Barisal,286,0
27-01-2025,Rangpur,749,0
28-01-2025,Dhaka,4039,20
28-01-2025,Chittagong,1186,0
28-01-2025,Khulna,1213,0
28-01-2025,Rajshahi,1085,0
28-01-2025,Comilla,878,0
28-01-2025,Mymensingh,970,65
28-01-2025,Sylhet,367,0
28-01-2025,Barisal,290,0
28-01-2025,Rangpur,768,0
29-01-2025,Dhaka,3989,0
29-01-2025,Chittagong,1146,0
29-01-2025,Khulna,1186,0
29-01-2025,Rajshahi,1074,0
29-01-2025,Comilla,923,0
29-01-2025,Mymensingh,1016,82
29-01-2025,Sylhet,379,0
29-01-2025,Barisal,297,0
29-01-2025,Rangpur,745,0
30-01-2025,Dhaka,3987,0
30-01-2025,Chittagong,1152,0
30-01-2025,Khulna,1220,0
30-01-2025,Rajshahi,1078,0
30-01-2025,Comilla,877,0
30-01-2025,Mymensingh,988,83
30-01-2025,Sylhet,374,0
30-01-2025,Barisal,298,0
30-01-2025,Rangpur,780,0
31-01-2025,Dhaka,3268,0
31-01-2025,Chittagong,1017,0
31-01-2025,Khulna,1067,0
31-01-2025,Rajshahi,992,0
31-01-2025,Comilla,854,0
31-01-2025,Mymensingh,892,0
31-01-2025,Sylhet,343,0
31-01-2025,Barisal,272,0
31-01-2025,Rangpur,691,0
01-02-2025,Dhaka,3997,0
01-02-2025,Chittagong,1097,0
01-02-2025,Khulna,1204,0
01-02-2025,Rajshahi,1080,0
01-02-2025,Comilla,935,0
01-02-2025,Mymensingh,972,0
01-02-2025,Sylhet,388,0
01-02-2025,Barisal,307,0
01-02-2025,Rangpur,804,0
02-02-2025,Dhaka,3857,0
02-02-2025,Chittagong,1238,0
02-02-2025,Khulna,1206,0
02-02-2025,Rajshahi,1097,0
02-02-2025,Comilla,929,0
02-02-2025,Mymensingh,982,0
02-02-2025,Sylhet,385,0
02-02-2025,Barisal,300,0
02-02-2025,Rangpur,805,0
03-02-2025,Dhaka,3991,0
03-02-2025,Chittagong,1218,0
03-02-2025,Khulna,1224,0
03-02-2025,Rajshahi,1101,0
03-02-2025,Comilla,914,0
03-02-2025,Mymensingh,989,31
03-02-2025,Sylhet,366,0
03-02-2025,Barisal,300,0
03-02-2025,Rangpur,805,0
05-02-2025,Dhaka,4193,0
05-02-2025,Chittagong,1235,0
05-02-2025,Khulna,1225,0
05-02-2025,Rajshahi,1110,0
05-02-2025,Comilla,884,0
05-02-2025,Mymensingh,994,90
05-02-2025,Sylhet,397,0
05-02-2025,Barisal,304,0
05-02-2025,Rangpur,792,0
06-02-2025,Dhaka,4240,0
06-02-2025,Chittagong,1183,0
06-02-2025,Khulna,1258,0
06-02-2025,Rajshahi,1093,0
06-02-2025,Comilla,941,0
06-02-2025,Mymensingh,982,74
06-02-2025,Sylhet,387,0
06-02-2025,Barisal,309,0
06-02-2025,Rangpur,799,0
07-02-2025,Dhaka,3253,0
07-02-2025,Chittagong,1004,0
07-02-2025,Khulna,1136,0
07-02-2025,Rajshahi,1028,0
07-02-2025,Comilla,847,0
07-02-2025,Mymensingh,932,30
07-02-2025,Sylhet,356,0
07-02-2025,Barisal,285,0
07-02-2025,Rangpur,756,0
08-02-2025,Dhaka,4024,0
08-02-2025,Chittagong,1110,0
08-02-2025,Khulna,1233,0
08-02-2025,Rajshahi,1106,0
08-02-2025,Comilla,888,0
08-02-2025,Mymensingh,991,70
08-02-2025,Sylhet,395,0
08-02-2025,Barisal,304,0
08-02-2025,Rangpur,797,0
09-02-2025,Dhaka,3999,40
09-02-2025,Chittagong,1160,0
09-02-2025,Khulna,1231,0
09-02-2025,Rajshahi,1115,0
09-02-2025,Comilla,878,0
09-02-2025,Mymensingh,1012,50
09-02-2025,Sylhet,380,0
09-02-2025,Barisal,296,0
09-02-2025,Rangpur,790,0
10-02-2025,Dhaka,4135,0
10-02-2025,Chittagong,1059,0
10-02-2025,Khulna,1234,0
10-02-2025,Rajshahi,1124,0
10-02-2025,Comilla,915,0
10-02-2025,Mymensingh,987,42
10-02-2025,Sylhet,402,0
10-02-2025,Barisal,291,0
10-02-2025,Rangpur,762,0
11-02-2025,Dhaka,4171,25
11-02-2025,Chittagong,1124,0
11-02-2025,Khulna,1286,0
11-02-2025,Rajshahi,1118,0
11-02-2025,Comilla,938,0
11-02-2025,Mymensingh,986,85
11-02-2025,Sylhet,404,0
11-02-2025,Barisal,315,0
11-02-2025,Rangpur,780,0
12-02-2025,Dhaka,4373,0
12-02-2025,Chittagong,1163,0
12-02-2025,Khulna,1298,0
12-02-2025,Rajshahi,1135,0
12-02-2025,Comilla,966,0
12-02-2025,Mymensingh,981,60
12-02-2025,Sylhet,391,0
12-02-2025,Barisal,314,0
12-02-2025,Rangpur,782,0
13-02-2025,Dhaka,4381,0
13-02-2025,Chittagong,1186,0
13-02-2025,Khulna,1274,0
13-02-2025,Rajshahi,1140,0
13-02-2025,Comilla,967,0
13-02-2025,Mymensingh,1041,122
13-02-2025,Sylhet,396,0
13-02-2025,Barisal,312,0
13-02-2025,Rangpur,758,0
15-02-2025,Dhaka,3288,0
15-02-2025,Chittagong,1078,0
15-02-2025,Khulna,1205,0
15-02-2025,Rajshahi,1072,0
15-02-2025,Comilla,893,0
15-02-2025,Mymensingh,944,0
15-02-2025,Sylhet,358,0
15-02-2025,Barisal,308,0
15-02-2025,Rangpur,753,0
16-02-2025,Dhaka,4154,0
16-02-2025,Chittagong,1188,0
16-02-2025,Khulna,1294,0
16-02-2025,Rajshahi,1125,0
16-02-2025,Comilla,957,0
16-02-2025,Mymensingh,1010,0
16-02-2025,Sylhet,399,0
16-02-2025,Barisal,314,0
16-02-2025,Rangpur,786,0
17-02-2025,Dhaka,4430,0
17-02-2025,Chittagong,1212,0
17-02-2025,Khulna,1308,0
17-02-2025,Rajshahi,1113,0
17-02-2025,Comilla,1009,0
17-02-2025,Mymensingh,1029,102
17-02-2025,Sylhet,405,0
17-02-2025,Barisal,316,0
17-02-2025,Rangpur,759,0
18-02-2025,Dhaka,4517,0
18-02-2025,Chittagong,1240,0
18-02-2025,Khulna,1293,0
18-02-2025,Rajshahi,1141,0
18-02-2025,Comilla,1000,0
18-02-2025,Mymensingh,1025,90
18-02-2025,Sylhet,392,0
18-02-2025,Barisal,329,0
18-02-2025,Rangpur,760,0
19-02-2025,Dhaka,4523,0
19-02-2025,Chittagong,1293,0
19-02-2025,Khulna,1279,0
19-02-2025,Rajshahi,1171,0
19-02-2025,Comilla,983,0
19-02-2025,Mymensingh,1000,60
19-02-2025,Sylhet,412,0
19-02-2025,Barisal,328,0
19-02-2025,Rangpur,812,0
20-02-2025,Dhaka,4522,0
20-02-2025,Chittagong,1340,0
20-02-2025,Khulna,1194,0
20-02-2025,Rajshahi,1151,0
20-02-2025,Comilla,1021,0
20-02-2025,Mymensingh,1036,92
20-02-2025,Sylhet,419,0
20-02-2025,Barisal,302,0
20-02-2025,Rangpur,784,0
21-02-2025,Dhaka,3506,0
21-02-2025,Chittagong,1188,0
21-02-2025,Khulna,1183,0
21-02-2025,Rajshahi,1123,0
21-02-2025,Comilla,965,0
21-02-2025,Mymensingh,927,0
21-02-2025,Sylhet,389,0
21-02-2025,Barisal,303,0
21-02-2025,Rangpur,749,0
22-02-2025,Dhaka,3274,0
22-02-2025,Chittagong,1270,0
22-02-2025,Khulna,1168,0
22-02-2025,Rajshahi,1057,0
22-02-2025,Comilla,817,0
22-02-2025,Mymensingh,861,0
22-02-2025,Sylhet,409,0
22-02-2025,Barisal,329,0
22-02-2025,Rangpur,689,0
23-02-2025,Dhaka,4368,20
23-02-2025,Chittagong,1218,0
23-02-2025,Khulna,1324,0
23-02-2025,Rajshahi,1155,0
23-02-2025,Comilla,991,0
23-02-2025,Mymensingh,940,46
23-02-2025,Sylhet,374,0
23-02-2025,Barisal,325,0
23-02-2025,Rangpur,719,0
24-02-2025,Dhaka,4552,88
24-02-2025,Chittagong,1288,0
24-02-2025,Khulna,1318,0
24-02-2025,Rajshahi,1186,0
24-02-2025,Comilla,1025,0
24-02-2025,Mymensingh,1028,110
24-02-2025,Sylhet,384,0
24-02-2025,Barisal,319,0
24-02-2025,Rangpur,771,0
25-02-2025,Dhaka,4692,0
25-02-2025,Chittagong,1317,0
25-02-2025,Khulna,1338,0
25-02-2025,Rajshahi,1227,0
25-02-2025,Comilla,1026,0
25-02-2025,Mymensingh,1029,0
25-02-2025,Sylhet,393,0
25-02-2025,Barisal,315,0
25-02-2025,Rangpur,782,0
26-02-2025,Dhaka,4626,69
26-02-2025,Chittagong,1276,0
26-02-2025,Khulna,1278,0
26-02-2025,Rajshahi,1216,0
26-02-2025,Comilla,1042,0
26-02-2025,Mymensingh,1032,83
26-02-2025,Sylhet,413,0
26-02-2025,Barisal,308,0
26-02-2025,Rangpur,713,0
27-02-2025,Dhaka,4606,30
27-02-2025,Chittagong,1248,0
27-02-2025,Khulna,1337,0
27-02-2025,Rajshahi,1189,0
27-02-2025,Comilla,1035,0
27-02-2025,Mymensingh,974,89
27-02-2025,Sylhet,421,0
27-02-2025,Barisal,324,0
27-02-2025,Rangpur,793,0
28-02-2025,Dhaka,3962,0
28-02-2025,Chittagong,1225,0
28-02-2025,Khulna,1272,0
28-02-2025,Rajshahi,1156,0
28-02-2025,Comilla,997,0
28-02-2025,Mymensingh,991,67
28-02-2025,Sylhet,392,0
28-02-2025,Barisal,322,0
28-02-2025,Rangpur,745,0
01-03-2025,Dhaka,4870,0
01-03-2025,Chittagong,1339,0
01-03-2025,Khulna,1549,0
01-03-2025,Rajshahi,1314,0
01-03-2025,Comilla,1181,0
01-03-2025,Mymensingh,1086,0
01-03-2025,Sylhet,464,0
01-03-2025,Barisal,389,0
01-03-2025,Rangpur,845,0
02-03-2025,Dhaka,4517,0
02-03-2025,Chittagong,1277,0
02-03-2025,Khulna,1485,0
02-03-2025,Rajshahi,1208,0
02-03-2025,Comilla,1213,0
02-03-2025,Mymensingh,1050,22
02-03-2025,Sylhet,432,0
02-03-2025,Barisal,403,0
02-03-2025,Rangpur,794,0
03-03-2025,Dhaka,4423,0
03-03-2025,Chittagong,1341,0
03-03-2025,Khulna,1443,0
03-03-2025,Rajshahi,1212,0
03-03-2025,Comilla,1176,0
03-03-2025,Mymensingh,1017,0
03-03-2025,Sylhet,416,0
03-03-2025,Barisal,373,0
03-03-2025,Rangpur,794,0
04-03-2025,Dhaka,4486,0
04-03-2025,Chittagong,1243,0
04-03-2025,Khulna,1443,0
04-03-2025,Rajshahi,1212,0
04-03-2025,Comilla,1126,0
04-03-2025,Mymensingh,1038,0
04-03-2025,Sylhet,401,0
04-03-2025,Barisal,352,0
04-03-2025,Rangpur,790,0
05-03-2025,Dhaka,4525,0
05-03-2025,Chittagong,1267,0
05-03-2025,Khulna,1339,0
05-03-2025,Rajshahi,1209,0
05-03-2025,Comilla,1082,0
05-03-2025,Mymensingh,991,0
05-03-2025,Sylhet,400,0
05-03-2025,Barisal,348,0
05-03-2025,Rangpur,757,0
06-03-2025,Dhaka,4415,0
06-03-2025,Chittagong,1313,0
06-03-2025,Khulna,1327,0
06-03-2025,Rajshahi,1166,0
06-03-2025,Comilla,1082,0
06-03-2025,Mymensingh,1025,0
06-03-2025,Sylhet,398,0
06-03-2025,Barisal,327,0
06-03-2025,Rangpur,776,0
07-03-2025,Dhaka,3767,0
07-03-2025,Chittagong,1088,0
07-03-2025,Khulna,1231,0
07-03-2025,Rajshahi,1111,0
07-03-2025,Comilla,944,0
07-03-2025,Mymensingh,955,0
07-03-2025,Sylhet,380,0
07-03-2025,Barisal,299,0
07-03-2025,Rangpur,702,0
08-03-2025,Dhaka,4428,0
08-03-2025,Chittagong,1293,0
08-03-2025,Khulna,1367,0
08-03-2025,Rajshahi,1168,0
08-03-2025,Comilla,1040,0
08-03-2025,Mymensingh,1027,0
08-03-2025,Sylhet,393,0
08-03-2025,Barisal,334,0
08-03-2025,Rangpur,764,0
09-03-2025,Dhaka,4658,0
09-03-2025,Chittagong,1307,0
09-03-2025,Khulna,1445,0
09-03-2025,Rajshahi,1212,0
09-03-2025,Comilla,1118,0
09-03-2025,Mymensingh,1048,0
09-03-2025,Sylhet,416,0
09-03-2025,Barisal,346,0
09-03-2025,Rangpur,760,0
10-03-2025,Dhaka,4772,0
10-03-2025,Chittagong,1310,0
10-03-2025,Khulna,1494,0
10-03-2025,Rajshahi,1262,0
10-03-2025,Comilla,1154,0
10-03-2025,Mymensingh,1041,0
10-03-2025,Sylhet,440,0
10-03-2025,Barisal,356,0
10-03-2025,Rangpur,750,0
11-03-2025,Dhaka,4879,0
11-03-2025,Chittagong,1318,0
11-03-2025,Khulna,1467,0
11-03-2025,Rajshahi,1298,0
11-03-2025,Comilla,1200,0
11-03-2025,Mymensingh,1044,0
11-03-2025,Sylhet,446,0
11-03-2025,Barisal,366,0
11-03-2025,Rangpur,721,0
12-03-2025,Dhaka,4939,0
12-03-2025,Chittagong,1295,0
12-03-2025,Khulna,1535,0
12-03-2025,Rajshahi,1319,0
12-03-2025,Comilla,1288,0
12-03-2025,Mymensingh,1058,0
12-03-2025,Sylhet,466,0
12-03-2025,Barisal,398,0
12-03-2025,Rangpur,697,0
13-03-2025,Dhaka,5243,0
13-03-2025,Chittagong,1395,0
13-03-2025,Khulna,1690,0
13-03-2025,Rajshahi,1398,0
13-03-2025,Comilla,1347,0
13-03-2025,Mymensingh,1131,0
13-03-2025,Sylhet,439,0
13-03-2025,Barisal,435,0
13-03-2025,Rangpur,718,0
14-03-2025,Dhaka,4825,0
14-03-2025,Chittagong,1317,0
14-03-2025,Khulna,1729,0
14-03-2025,Rajshahi,1361,0
14-03-2025,Comilla,1348,0
14-03-2025,Mymensingh,1154,0
14-03-2025,Sylhet,495,0
14-03-2025,Barisal,420,0
14-03-2025,Rangpur,704,0
15-03-2025,Dhaka,5384,14
15-03-2025,Chittagong,1432,0
15-03-2025,Khulna,1829,0
15-03-2025,Rajshahi,1535,0
15-03-2025,Comilla,1430,10
15-03-2025,Mymensingh,1247,14
15-03-2025,Sylhet,549,0
15-03-2025,Barisal,460,0
15-03-2025,Rangpur,792,0
16-03-2025,Dhaka,5268,0
16-03-2025,Chittagong,1497,0
16-03-2025,Khulna,1824,0
16-03-2025,Rajshahi,1471,0
16-03-2025,Comilla,1458,0
16-03-2025,Mymensingh,1248,113
16-03-2025,Sylhet,530,0
16-03-2025,Barisal,451,0
16-03-2025,Rangpur,791,0
17-03-2025,Dhaka,5116,0
17-03-2025,Chittagong,1470,0
17-03-2025,Khulna,1689,0
17-03-2025,Rajshahi,1392,0
17-03-2025,Comilla,1360,0
17-03-2025,Mymensingh,1125,0
17-03-2025,Sylhet,516,0
17-03-2025,Barisal,458,0
17-03-2025,Rangpur,800,0
18-03-2025,Dhaka,5172,0
18-03-2025,Chittagong,1412,0
18-03-2025,Khulna,1625,0
18-03-2025,Rajshahi,1441,0
18-03-2025,Comilla,1415,0
18-03-2025,Mymensingh,1109,0
18-03-2025,Sylhet,496,0
18-03-2025,Barisal,442,0
18-03-2025,Rangpur,800,0
19-03-2025,Dhaka,5315,9
19-03-2025,Chittagong,1460,0
19-03-2025,Khulna,1701,0
19-03-2025,Rajshahi,1468,0
19-03-2025,Comilla,1371,37
19-03-2025,Mymensingh,1199,0
19-03-2025,Sylhet,495,0
19-03-2025,Barisal,445,0
19-03-2025,Rangpur,852,0
20-03-2025,Dhaka,4963,0
20-03-2025,Chittagong,1476,0
20-03-2025,Khulna,1525,0
20-03-2025,Rajshahi,1234,0
20-03-2025,Comilla,1348,0
20-03-2025,Mymensingh,1078,0
20-03-2025,Sylhet,458,0
20-03-2025,Barisal,444,0
20-03-2025,Rangpur,790,0
21-03-2025,Dhaka,4343,0
21-03-2025,Chittagong,1320,0
21-03-2025,Khulna,1326,0
21-03-2025,Rajshahi,990,0
21-03-2025,Comilla,1229,0
21-03-2025,Mymensingh,870,0
21-03-2025,Sylhet,383,0
21-03-2025,Barisal,387,0
21-03-2025,Rangpur,691,0
22-03-2025,Dhaka,4525,0
22-03-2025,Chittagong,1317,0
22-03-2025,Khulna,1340,0
22-03-2025,Rajshahi,1179,0
22-03-2025,Comilla,1168,0
22-03-2025,Mymensingh,983,0
22-03-2025,Sylhet,402,0
22-03-2025,Barisal,377,0
22-03-2025,Rangpur,729,0
23-03-2025,Dhaka,4740,0
23-03-2025,Chittagong,1415,0
23-03-2025,Khulna,1404,0
23-03-2025,Rajshahi,1225,0
23-03-2025,Comilla,1202,0
23-03-2025,Mymensingh,1055,0
23-03-2025,Sylhet,445,0
23-03-2025,Barisal,366,0
23-03-2025,Rangpur,722,0
24-03-2025,Dhaka,4697,0
24-03-2025,Chittagong,1372,0
24-03-2025,Khulna,1476,0
24-03-2025,Rajshahi,1287,0
24-03-2025,Comilla,1200,0
24-03-2025,Mymensingh,1119,0
24-03-2025,Sylhet,459,0
24-03-2025,Barisal,361,0
24-03-2025,Rangpur,839,0
25-03-2025,Dhaka,4870,0
25-03-2025,Chittagong,1405,0
25-03-2025,Khulna,1568,0
25-03-2025,Rajshahi,1385,0
25-03-2025,Comilla,1264,0
25-03-2025,Mymensingh,1121,0
25-03-2025,Sylhet,495,0
25-03-2025,Barisal,374,0
25-03-2025,Rangpur,864,0
26-03-2025,Dhaka,4743,0
26-03-2025,Chittagong,1456,0
26-03-2025,Khulna,1668,0
26-03-2025,Rajshahi,1499,0
26-03-2025,Comilla,1346,0
26-03-2025,Mymensingh,1234,0
26-03-2025,Sylhet,520,0
26-03-2025,Barisal,406,0
26-03-2025,Rangpur,850,0
27-03-2025,Dhaka,4850,0
27-03-2025,Chittagong,1422,0
27-03-2025,Khulna,1796,0
27-03-2025,Rajshahi,1586,0
27-03-2025,Comilla,1461,0
27-03-2025,Mymensingh,1258,0
27-03-2025,Sylhet,559,0
27-03-2025,Barisal,482,0
27-03-2025,Rangpur,867,0
28-03-2025,Dhaka,4617,0
28-03-2025,Chittagong,1443,0
28-03-2025,Khulna,1844,0
28-03-2025,Rajshahi,1604,0
28-03-2025,Comilla,1431,0
28-03-2025,Mymensingh,1322,0
28-03-2025,Sylhet,587,0
28-03-2025,Barisal,486,0
28-03-2025,Rangpur,941,0
30-03-2025,Dhaka,3593,0
30-03-2025,Chittagong,1211,0
30-03-2025,Khulna,1723,0
30-03-2025,Rajshahi,1401,0
30-03-2025,Comilla,1420,0
30-03-2025,Mymensingh,1258,0
30-03-2025,Sylhet,597,0
30-03-2025,Barisal,476,0
30-03-2025,Rangpur,906,0
31-03-2025,Dhaka,3205,0
31-03-2025,Chittagong,1022,0
31-03-2025,Khulna,1700,0
31-03-2025,Rajshahi,1463,0
31-03-2025,Comilla,1410,0
31-03-2025,Mymensingh,1223,0
31-03-2025,Sylhet,542,0
31-03-2025,Barisal,457,0
31-03-2025,Rangpur,763,0
01-04-2025,Dhaka,3119,0
01-04-2025,Chittagong,1178,0
01-04-2025,Khulna,1680,0
01-04-2025,Rajshahi,1531,0
01-04-2025,Comilla,1391,0
01-04-2025,Mymensingh,1257,0
01-04-2025,Sylhet,537,0
01-04-2025,Barisal,434,0
01-04-2025,Rangpur,905,0
02-04-2025,Dhaka,3165,0
02-04-2025,Chittagong,1286,0
02-04-2025,Khulna,1722,0
02-04-2025,Rajshahi,1578,0
02-04-2025,Comilla,1404,0
02-04-2025,Mymensingh,1272,0
02-04-2025,Sylhet,567,0
02-04-2025,Barisal,438,0
02-04-2025,Rangpur,967,0
03-04-2025,Dhaka,3277,0
