date,zone,demand_mw,load_shed_mw
31-03-2023,Rajshahi,1005,0
31-03-2023,Comilla,1048,0
31-03-2023,Mymensingh,801,0
31-03-2023,Sylhet,410,0
31-03-2023,Barisal,331,0
31-03-2023,Rangpur,675,0
01-04-2023,Dhaka,3898,0
01-04-2023,Chittagong,968,0
01-04-2023,Khulna,1194,0
01-04-2023,Rajshahi,1072,0
01-04-2023,Comilla,923,0
01-04-2023,Mymensingh,809,0
01-04-2023,Sylhet,379,0
01-04-2023,Barisal,300,0
01-04-2023,Rangpur,577,0
02-04-2023,Dhaka,4076,0
02-04-2023,Chittagong,1157,0
02-04-2023,Khulna,1381,0
02-04-2023,Rajshahi,1121,0
02-04-2023,Comilla,997,877
02-04-2023,Mymensingh,877,0
02-04-2023,Sylhet,336,0
02-04-2023,Barisal,336,0
02-04-2023,Rangpur,643,0
03-04-2023,Dhaka,4312,0
03-04-2023,Chittagong,1163,0
03-04-2023,Khulna,1507,0
03-04-2023,Rajshahi,1292,0
03-04-2023,Comilla,1069,0
03-04-2023,Mymensingh,964,0
03-04-2023,Sylhet,391,0
03-04-2023,Barisal,367,0
03-04-2023,Rangpur,699,0
04-04-2023,Dhaka,4614,0
04-04-2023,Chittagong,1295,0
04-04-2023,Khulna,1688,0
04-04-2023,Rajshahi,1407,0
04-04-2023,Comilla,1245,0
04-04-2023,Mymensingh,1088,0
04-04-2023,Sylhet,409,0
04-04-2023,Barisal,402,0
04-04-2023,Rangpur,742,0
05-04-2023,Dhaka,4741,0
05-04-2023,Chittagong,1216,0
05-04-2023,Khulna,1660,0
05-04-2023,Rajshahi,1438,0
05-04-2023,Comilla,1164,0
05-04-2023,Mymensingh,1055,0
05-04-2023,Sylhet,383,0
05-04-2023,Barisal,423,0
05-04-2023,Rangpur,738,0
06-04-2023,Dhaka,4614,0
06-04-2023,Chittagong,1248,0
06-04-2023,Khulna,1606,0
06-04-2023,Rajshahi,1387,0
06-04-2023,Comilla,1162,0
06-04-2023,Mymensingh,1045,17
06-04-2023,Sylhet,459,0
06-04-2023,Barisal,421,0
06-04-2023,Rangpur,751,0
07-04-2023,Dhaka,4259,0
07-04-2023,Chittagong,1188,0
07-04-2023,Khulna,1591,0
07-04-2023,Rajshahi,1419,0
07-04-2023,Comilla,1185,0
07-04-2023,Mymensingh,1098,43
07-04-2023,Sylhet,481,0
07-04-2023,Barisal,412,0
07-04-2023,Rangpur,756,0
08-04-2023,Dhaka,4746,0
08-04-2023,Chittagong,1269,0
08-04-2023,Khulna,1711,0
08-04-2023,Rajshahi,1521,0
08-04-2023,Comilla,1311,0
08-04-2023,Mymensingh,1048,74
08-04-2023,Sylhet,500,0
08-04-2023,Barisal,421,0
08-04-2023,Rangpur,849,0
09-04-2023,Dhaka,4879,0
09-04-2023,Chittagong,1295,0
09-04-2023,Khulna,1740,0
09-04-2023,Rajshahi,1549,0
09-04-2023,Comilla,1373,35
09-04-2023,Mymensingh,1156,70
09-04-2023,Sylhet,507,30
09-04-2023,Barisal,428,0
09-04-2023,Rangpur,836,0
10-04-2023,Dhaka,4905,0
10-04-2023,Chittagong,1314,0
10-04-2023,Khulna,1799,0
10-04-2023,Rajshahi,1571,0
10-04-2023,Comilla,1411,15
10-04-2023,Mymensingh,1224,158
10-04-2023,Sylhet,527,28
10-04-2023,Barisal,467,0
10-04-2023,Rangpur,857,0
11-04-2023,Dhaka,4994,0
11-04-2023,Chittagong,1399,0
11-04-2023,Khulna,1826,0
11-04-2023,Rajshahi,1592,0
11-04-2023,Comilla,1497,0
11-04-2023,Mymensingh,1160,88
11-04-2023,Sylhet,555,0
11-04-2023,Barisal,480,0
11-04-2023,Rangpur,863,0
12-04-2023,Dhaka,5144,42
12-04-2023,Chittagong,1482,0
12-04-2023,Khulna,1784,0
12-04-2023,Rajshahi,1644,0
12-04-2023,Comilla,1420,40
12-04-2023,Mymensingh,1206,123
12-04-2023,Sylhet,583,0
12-04-2023,Barisal,467,0
12-04-2023,Rangpur,893,0
13-04-2023,Dhaka,5281,0
13-04-2023,Chittagong,1383,0
13-04-2023,Khulna,1851,0
13-04-2023,Rajshahi,1605,35
13-04-2023,Comilla,1487,50
13-04-2023,Mymensingh,1264,206
13-04-2023,Sylhet,567,15
13-04-2023,Barisal,487,0
13-04-2023,Rangpur,939,0
14-04-2023,Dhaka,4809,0
14-04-2023,Chittagong,1448,0
14-04-2023,Khulna,1825,0
14-04-2023,Rajshahi,1645,0
14-04-2023,Comilla,1539,30
14-04-2023,Mymensingh,1177,100
14-04-2023,Sylhet,584,15
14-04-2023,Barisal,489,0
14-04-2023,Rangpur,945,40
15-04-2023,Dhaka,5220,60
15-04-2023,Chittagong,1287,80
15-04-2023,Khulna,1658,170
15-04-2023,Rajshahi,1507,120
15-04-2023,Comilla,1398,120
15-04-2023,Mymensingh,1250,195
15-04-2023,Sylhet,549,80
15-04-2023,Barisal,470,35
15-04-2023,Rangpur,900,90
16-04-2023,Dhaka,5382,10
16-04-2023,Chittagong,1506,0
16-04-2023,Khulna,1842,350
16-04-2023,Rajshahi,1605,210
16-04-2023,Comilla,1518,240
16-04-2023,Mymensingh,1274,249
16-04-2023,Sylhet,600,100
16-04-2023,Barisal,534,0
16-04-2023,Rangpur,1012,132
17-04-2023,Dhaka,5312,75
17-04-2023,Chittagong,1431,0
17-04-2023,Khulna,2015,10
17-04-2023,Rajshahi,1738,0
17-04-2023,Comilla,1576,64
17-04-2023,Mymensingh,1257,275
17-04-2023,Sylhet,626,15
17-04-2023,Barisal,512,0
17-04-2023,Rangpur,1033,150
18-04-2023,Dhaka,5266,0
18-04-2023,Chittagong,1429,0
18-04-2023,Khulna,1986,0
18-04-2023,Rajshahi,1803,25
18-04-2023,Comilla,1568,27
18-04-2023,Mymensingh,1231,200
18-04-2023,Sylhet,599,80
18-04-2023,Barisal,489,0
18-04-2023,Rangpur,1015,150
19-04-2023,Dhaka,5107,0
19-04-2023,Chittagong,1434,0
19-04-2023,Khulna,2028,10
19-04-2023,Rajshahi,1763,0
19-04-2023,Comilla,1567,120
19-04-2023,Mymensingh,1279,198
19-04-2023,Sylhet,640,40
19-04-2023,Barisal,505,0
19-04-2023,Rangpur,1047,60
20-04-2023,Dhaka,4310,0
20-04-2023,Chittagong,1360,0
20-04-2023,Khulna,1889,0
20-04-2023,Rajshahi,1797,71
20-04-2023,Comilla,1548,0
20-04-2023,Mymensingh,1003,0
20-04-2023,Sylhet,556,0
20-04-2023,Barisal,498,0
20-04-2023,Rangpur,1000,25
21-04-2023,Dhaka,2215,0
21-04-2023,Chittagong,1002,0
21-04-2023,Khulna,1528,0
21-04-2023,Rajshahi,1511,0
21-04-2023,Comilla,542,0
21-04-2023,Mymensingh,1045,0
21-04-2023,Sylhet,275,0
21-04-2023,Barisal,453,0
21-04-2023,Rangpur,844,0
22-04-2023,Dhaka,3011,0
22-04-2023,Chittagong,974,0
22-04-2023,Khulna,1582,0
22-04-2023,Rajshahi,1469,0
22-04-2023,Comilla,1280,0
22-04-2023,Mymensingh,1117,21
22-04-2023,Sylhet,462,0
22-04-2023,Barisal,440,0
22-04-2023,Rangpur,815,0
23-04-2023,Dhaka,2433,0
23-04-2023,Chittagong,877,0
23-04-2023,Khulna,1274,0
23-04-2023,Rajshahi,1211,0
23-04-2023,Comilla,1052,0
23-04-2023,Mymensingh,868,0
23-04-2023,Sylhet,312,0
23-04-2023,Barisal,342,0
23-04-2023,Rangpur,637,0
24-04-2023,Dhaka,2662,0
24-04-2023,Chittagong,1117,0
24-04-2023,Khulna,1180,0
24-04-2023,Rajshahi,991,0
24-04-2023,Comilla,1188,0
24-04-2023,Mymensingh,998,0
24-04-2023,Sylhet,462,0
24-04-2023,Barisal,382,0
24-04-2023,Rangpur,745,0
25-04-2023,Dhaka,3041,0
25-04-2023,Chittagong,1199,0
25-04-2023,Khulna,1518,0
25-04-2023,Rajshahi,1428,0
25-04-2023,Comilla,1267,0
25-04-2023,Mymensingh,1101,20
25-04-2023,Sylhet,509,0
25-04-2023,Barisal,405,0
25-04-2023,Rangpur,812,0
26-04-2023,Dhaka,3460,0
26-04-2023,Chittagong,1176,0
26-04-2023,Khulna,1455,0
26-04-2023,Rajshahi,1196,0
26-04-2023,Comilla,1345,0
26-04-2023,Mymensingh,1112,0
26-04-2023,Sylhet,536,0
26-04-2023,Barisal,410,0
26-04-2023,Rangpur,852,0
27-04-2023,Dhaka,2434,0
27-04-2023,Chittagong,1165,0
27-04-2023,Khulna,466,0
27-04-2023,Rajshahi,1105,0
27-04-2023,Comilla,196,0
27-04-2023,Mymensingh,898,0
27-04-2023,Sylhet,200,0
27-04-2023,Barisal,140,0
27-04-2023,Rangpur,884,0
28-04-2023,Dhaka,3594,0
28-04-2023,Chittagong,1251,0
28-04-2023,Khulna,1317,0
28-04-2023,Rajshahi,1393,0
28-04-2023,Comilla,1232,25
28-04-2023,Mymensingh,1159,65
28-04-2023,Sylhet,503,0
28-04-2023,Barisal,266,0
28-04-2023,Rangpur,840,0
29-04-2023,Dhaka,3058,0
29-04-2023,Chittagong,1275,0
29-04-2023,Khulna,978,0
29-04-2023,Rajshahi,967,0
29-04-2023,Comilla,1050,0
29-04-2023,Mymensingh,356,0
29-04-2023,Sylhet,127,0
29-04-2023,Barisal,347,0
29-04-2023,Rangpur,759,0
30-04-2023,Dhaka,4281,0
30-04-2023,Chittagong,1308,0
30-04-2023,Khulna,1110,0
30-04-2023,Rajshahi,547,0
30-04-2023,Comilla,1310,20
30-04-2023,Mymensingh,1033,55
30-04-2023,Sylhet,528,10
30-04-2023,Barisal,413,0
30-04-2023,Rangpur,753,0
01-05-2023,Dhaka,3605,0
01-05-2023,Chittagong,1190,0
01-05-2023,Khulna,1179,0
01-05-2023,Rajshahi,1067,0
01-05-2023,Comilla,1218,0
01-05-2023,Mymensingh,1000,0
01-05-2023,Sylhet,510,0
01-05-2023,Barisal,366,0
01-05-2023,Rangpur,726,0
02-05-2023,Dhaka,4414,25
02-05-2023,Chittagong,1407,0
02-05-2023,Khulna,1543,0
02-05-2023,Rajshahi,1347,0
02-05-2023,Comilla,1355,30
02-05-2023,Mymensingh,1142,120
02-05-2023,Sylhet,588,22
02-05-2023,Barisal,424,0
02-05-2023,Rangpur,756,0
03-05-2023,Dhaka,4265,0
03-05-2023,Chittagong,1297,0
03-05-2023,Khulna,1311,0
03-05-2023,Rajshahi,1299,0
03-05-2023,Comilla,1018,0
03-05-2023,Mymensingh,1078,45
03-05-2023,Sylhet,463,0
03-05-2023,Barisal,313,0
03-05-2023,Rangpur,861,0
04-05-2023,Dhaka,4579,0
04-05-2023,Chittagong,1325,0
04-05-2023,Khulna,1450,0
04-05-2023,Rajshahi,1024,0
04-05-2023,Comilla,1212,0
04-05-2023,Mymensingh,842,0
04-05-2023,Sylhet,475,0
04-05-2023,Barisal,363,0
04-05-2023,Rangpur,711,0
05-05-2023,Dhaka,4301,0
05-05-2023,Chittagong,1340,0
05-05-2023,Khulna,1557,0
05-05-2023,Rajshahi,1315,0
05-05-2023,Comilla,1204,0
05-05-2023,Mymensingh,1072,0
05-05-2023,Sylhet,522,0
05-05-2023,Barisal,369,0
05-05-2023,Rangpur,817,0
06-05-2023,Dhaka,4834,15
06-05-2023,Chittagong,1367,0
06-05-2023,Khulna,1673,0
06-05-2023,Rajshahi,1395,0
06-05-2023,Comilla,1392,0
06-05-2023,Mymensingh,1104,48
06-05-2023,Sylhet,537,0
06-05-2023,Barisal,389,0
06-05-2023,Rangpur,866,0
07-05-2023,Dhaka,5055,0
07-05-2023,Chittagong,1405,0
07-05-2023,Khulna,1767,70
07-05-2023,Rajshahi,1469,0
07-05-2023,Comilla,1377,130
07-05-2023,Mymensingh,1105,200
07-05-2023,Sylhet,572,0
07-05-2023,Barisal,439,0
07-05-2023,Rangpur,902,50
08-05-2023,Dhaka,5303,134
08-05-2023,Chittagong,1393,0
08-05-2023,Khulna,1790,251
08-05-2023,Rajshahi,1502,204
08-05-2023,Comilla,1474,213
08-05-2023,Mymensingh,1198,284
08-05-2023,Sylhet,589,103
08-05-2023,Barisal,423,32
08-05-2023,Rangpur,978,135
09-05-2023,Dhaka,5232,172
09-05-2023,Chittagong,1448,200
09-05-2023,Khulna,1783,292
09-05-2023,Rajshahi,1520,150
09-05-2023,Comilla,1468,221
09-05-2023,Mymensingh,1165,258
09-05-2023,Sylhet,625,93
09-05-2023,Barisal,478,0
09-05-2023,Rangpur,953,92
10-05-2023,Dhaka,5064,23
10-05-2023,Chittagong,1384,64
10-05-2023,Khulna,1712,0
10-05-2023,Rajshahi,1502,30
10-05-2023,Comilla,1457,168
10-05-2023,Mymensingh,901,109
10-05-2023,Sylhet,358,0
10-05-2023,Barisal,493,0
10-05-2023,Rangpur,934,50
11-05-2023,Dhaka,5136,60
11-05-2023,Chittagong,1383,134
11-05-2023,Khulna,1879,221
11-05-2023,Rajshahi,1355,98
11-05-2023,Comilla,1454,250
11-05-2023,Mymensingh,657,0
11-05-2023,Sylhet,387,0
11-05-2023,Barisal,477,0
11-05-2023,Rangpur,879,0
12-05-2023,Dhaka,4720,0
12-05-2023,Chittagong,1296,0
12-05-2023,Khulna,1675,70
12-05-2023,Rajshahi,1422,0
12-05-2023,Comilla,1423,147
12-05-2023,Mymensingh,1055,85
12-05-2023,Sylhet,548,10
12-05-2023,Barisal,450,0
12-05-2023,Rangpur,895,0
13-05-2023,Dhaka,5141,850
13-05-2023,Chittagong,990,51
13-05-2023,Khulna,1762,64
13-05-2023,Rajshahi,1389,190
13-05-2023,Comilla,1311,300
13-05-2023,Mymensingh,1122,190
13-05-2023,Sylhet,568,119
13-05-2023,Barisal,430,0
13-05-2023,Rangpur,918,195
14-05-2023,Dhaka,4594,710
14-05-2023,Chittagong,737,0
14-05-2023,Khulna,1515,0
14-05-2023,Rajshahi,1489,356
14-05-2023,Comilla,1111,119
14-05-2023,Mymensingh,968,173
14-05-2023,Sylhet,415,0
14-05-2023,Barisal,332,0
14-05-2023,Rangpur,934,272
15-05-2023,Dhaka,5142,631
15-05-2023,Chittagong,1123,142
15-05-2023,Khulna,759,0
15-05-2023,Rajshahi,1484,251
15-05-2023,Comilla,1381,418
15-05-2023,Mymensingh,1155,225
15-05-2023,Sylhet,546,102
15-05-2023,Barisal,415,0
15-05-2023,Rangpur,945,226
16-05-2023,Dhaka,4962,253
16-05-2023,Chittagong,1157,91
16-05-2023,Khulna,672,0
16-05-2023,Rajshahi,665,0
16-05-2023,Comilla,1315,301
16-05-2023,Mymensingh,1081,232
16-05-2023,Sylhet,344,0
16-05-2023,Barisal,388,0
16-05-2023,Rangpur,858,0
17-05-2023,Dhaka,4429,0
17-05-2023,Chittagong,1119,0
17-05-2023,Khulna,964,0
17-05-2023,Rajshahi,1296,0
17-05-2023,Comilla,1052,0
17-05-2023,Mymensingh,905,0
17-05-2023,Sylhet,455,0
17-05-2023,Barisal,362,0
17-05-2023,Rangpur,788,0
18-05-2023,Dhaka,4519,0
18-05-2023,Chittagong,1034,0
18-05-2023,Khulna,953,0
18-05-2023,Rajshahi,1238,0
18-05-2023,Comilla,1046,0
18-05-2023,Mymensingh,938,0
18-05-2023,Sylhet,444,0
18-05-2023,Barisal,335,0
18-05-2023,Rangpur,765,0
19-05-2023,Dhaka,4354,0
19-05-2023,Chittagong,1235,0
19-05-2023,Khulna,1554,0
19-05-2023,Rajshahi,1295,0
19-05-2023,Comilla,1289,0
19-05-2023,Mymensingh,966,0
19-05-2023,Sylhet,409,0
19-05-2023,Barisal,424,0
19-05-2023,Rangpur,705,0
20-05-2023,Dhaka,4951,90
20-05-2023,Chittagong,1392,0
20-05-2023,Khulna,1683,0
20-05-2023,Rajshahi,1427,0
20-05-2023,Comilla,1341,240
20-05-2023,Mymensingh,1055,140
20-05-2023,Sylhet,507,0
20-05-2023,Barisal,437,0
20-05-2023,Rangpur,861,126
21-05-2023,Dhaka,5192,0
21-05-2023,Chittagong,1467,140
21-05-2023,Khulna,1726,25
21-05-2023,Rajshahi,888,0
21-05-2023,Comilla,1248,145
21-05-2023,Mymensingh,432,0
21-05-2023,Sylhet,308,0
21-05-2023,Barisal,424,40
21-05-2023,Rangpur,795,0
22-05-2023,Dhaka,4837,0
22-05-2023,Chittagong,1404,55
22-05-2023,Khulna,1773,25
22-05-2023,Rajshahi,1370,0
22-05-2023,Comilla,1405,160
22-05-2023,Mymensingh,1065,35
22-05-2023,Sylhet,501,0
22-05-2023,Barisal,466,25
22-05-2023,Rangpur,855,0
23-05-2023,Dhaka,3514,0
23-05-2023,Chittagong,1208,0
23-05-2023,Khulna,567,0
23-05-2023,Rajshahi,687,0
23-05-2023,Comilla,783,0
23-05-2023,Mymensingh,508,0
23-05-2023,Sylhet,411,0
23-05-2023,Barisal,107,0
23-05-2023,Rangpur,383,0
24-05-2023,Dhaka,4718,0
24-05-2023,Chittagong,1065,0
24-05-2023,Khulna,1418,0
24-05-2023,Rajshahi,1269,0
24-05-2023,Comilla,1002,0
24-05-2023,Mymensingh,936,52
24-05-2023,Sylhet,511,0
24-05-2023,Barisal,308,0
24-05-2023,Rangpur,871,0
25-05-2023,Dhaka,4667,0
25-05-2023,Chittagong,1305,0
25-05-2023,Khulna,1365,0
25-05-2023,Rajshahi,1393,0
25-05-2023,Comilla,1300,0
25-05-2023,Mymensingh,1063,53
25-05-2023,Sylhet,557,0
25-05-2023,Barisal,394,0
25-05-2023,Rangpur,870,0
26-05-2023,Dhaka,4374,0
26-05-2023,Chittagong,1307,0
26-05-2023,Khulna,994,0
26-05-2023,Rajshahi,1242,0
26-05-2023,Comilla,1295,0
26-05-2023,Mymensingh,1066,50
26-05-2023,Sylhet,524,0
26-05-2023,Barisal,409,0
26-05-2023,Rangpur,845,0
27-05-2023,Dhaka,4404,0
27-05-2023,Chittagong,1351,0
27-05-2023,Khulna,1495,0
27-05-2023,Rajshahi,1273,0
27-05-2023,Comilla,1114,0
27-05-2023,Mymensingh,985,0
27-05-2023,Sylhet,495,0
27-05-2023,Barisal,360,0
27-05-2023,Rangpur,817,0
28-05-2023,Dhaka,4755,18
28-05-2023,Chittagong,1433,0
28-05-2023,Khulna,1665,0
28-05-2023,Rajshahi,1392,25
28-05-2023,Comilla,1361,10
28-05-2023,Mymensingh,1104,25
28-05-2023,Sylhet,570,0
28-05-2023,Barisal,426,0
28-05-2023,Rangpur,871,0
29-05-2023,Dhaka,4993,60
29-05-2023,Chittagong,1473,0
29-05-2023,Khulna,1779,178
29-05-2023,Rajshahi,1460,138
29-05-2023,Comilla,1403,15
29-05-2023,Mymensingh,1085,85
29-05-2023,Sylhet,603,10
29-05-2023,Barisal,442,0
29-05-2023,Rangpur,965,100
30-05-2023,Dhaka,5158,53
30-05-2023,Chittagong,1472,45
30-05-2023,Khulna,1743,73
30-05-2023,Rajshahi,1443,65
30-05-2023,Comilla,1378,95
30-05-2023,Mymensingh,1150,63
30-05-2023,Sylhet,614,0
30-05-2023,Barisal,448,43
30-05-2023,Rangpur,910,30
31-05-2023,Dhaka,5320,270
31-05-2023,Chittagong,1313,124
31-05-2023,Khulna,1873,160
31-05-2023,Rajshahi,1519,0
31-05-2023,Comilla,1432,190
31-05-2023,Mymensingh,1189,181
31-05-2023,Sylhet,645,137
31-05-2023,Barisal,482,43
31-05-2023,Rangpur,976,72
01-06-2023,Dhaka,5473,270
01-06-2023,Chittagong,1397,0
01-06-2023,Khulna,1868,260
01-06-2023,Rajshahi,1558,150
01-06-2023,Comilla,1430,250
01-06-2023,Mymensingh,1181,170
01-06-2023,Sylhet,569,30
01-06-2023,Barisal,497,55
01-06-2023,Rangpur,977,120
02-06-2023,Dhaka,5050,0
02-06-2023,Chittagong,1425,0
02-06-2023,Khulna,1663,130
02-06-2023,Rajshahi,1507,35
02-06-2023,Comilla,1366,110
02-06-2023,Mymensingh,1221,50
02-06-2023,Sylhet,560,0
02-06-2023,Barisal,466,0
02-06-2023,Rangpur,953,50
03-06-2023,Dhaka,5321,340
03-06-2023,Chittagong,1432,270
03-06-2023,Khulna,1768,291
03-06-2023,Rajshahi,1522,200
03-06-2023,Comilla,1462,260
03-06-2023,Mymensingh,1193,110
03-06-2023,Sylhet,540,90
03-06-2023,Barisal,462,80
03-06-2023,Rangpur,988,140
04-06-2023,Dhaka,5332,456
04-06-2023,Chittagong,1633,320
04-06-2023,Khulna,1698,280
04-06-2023,Rajshahi,1550,190
04-06-2023,Comilla,1417,240
04-06-2023,Mymensingh,1234,65
04-06-2023,Sylhet,592,85
04-06-2023,Barisal,493,69
04-06-2023,Rangpur,873,128
05-06-2023,Dhaka,5389,290
05-06-2023,Chittagong,1372,266
05-06-2023,Khulna,1775,345
05-06-2023,Rajshahi,1546,198
05-06-2023,Comilla,1415,245
05-06-2023,Mymensingh,1256,116
05-06-2023,Sylhet,624,96
05-06-2023,Barisal,506,66
05-06-2023,Rangpur,943,136
06-06-2023,Dhaka,5581,500
06-06-2023,Chittagong,1072,0
06-06-2023,Khulna,1970,345
06-06-2023,Rajshahi,1526,285
06-06-2023,Comilla,1517,320
06-06-2023,Mymensingh,1179,230
06-06-2023,Sylhet,626,0
06-06-2023,Barisal,528,75
06-06-2023,Rangpur,984,190
07-06-2023,Dhaka,5725,0
07-06-2023,Chittagong,1387,0
07-06-2023,Khulna,1804,400
07-06-2023,Rajshahi,1435,220
07-06-2023,Comilla,1359,320
07-06-2023,Mymensingh,1126,220
07-06-2023,Sylhet,559,100
07-06-2023,Barisal,461,110
07-06-2023,Rangpur,817,160
08-06-2023,Dhaka,5045,43
08-06-2023,Chittagong,1377,0
08-06-2023,Khulna,1927,16
08-06-2023,Rajshahi,1609,97
08-06-2023,Comilla,1317,0
08-06-2023,Mymensingh,1169,152
08-06-2023,Sylhet,626,10
08-06-2023,Barisal,456,0
08-06-2023,Rangpur,1057,152
09-06-2023,Dhaka,4103,0
09-06-2023,Chittagong,1186,0
09-06-2023,Khulna,1372,0
09-06-2023,Rajshahi,1343,0
09-06-2023,Comilla,1254,0
09-06-2023,Mymensingh,968,0
09-06-2023,Sylhet,567,0
09-06-2023,Barisal,408,0
09-06-2023,Rangpur,897,0
10-06-2023,Dhaka,4790,25
10-06-2023,Chittagong,1235,0
10-06-2023,Khulna,1636,0
10-06-2023,Rajshahi,1471,26
10-06-2023,Comilla,1169,0
10-06-2023,Mymensingh,1125,0
10-06-2023,Sylhet,500,0
10-06-2023,Barisal,397,0
10-06-2023,Rangpur,923,0
11-06-2023,Dhaka,5081,90
11-06-2023,Chittagong,1224,0
11-06-2023,Khulna,1752,0
11-06-2023,Rajshahi,1503,13
11-06-2023,Comilla,1153,8
11-06-2023,Mymensingh,1137,107
11-06-2023,Sylhet,514,76
11-06-2023,Barisal,397,0
11-06-2023,Rangpur,860,0
12-06-2023,Dhaka,4752,100
12-06-2023,Chittagong,1364,0
12-06-2023,Khulna,1650,0
12-06-2023,Rajshahi,1398,0
12-06-2023,Comilla,1111,17
12-06-2023,Mymensingh,1058,120
12-06-2023,Sylhet,527,35
12-06-2023,Barisal,331,0
12-06-2023,Rangpur,925,0
13-06-2023,Dhaka,5235,180
13-06-2023,Chittagong,1342,170
13-06-2023,Khulna,1451,100
13-06-2023,Rajshahi,1345,140
13-06-2023,Comilla,1344,48
13-06-2023,Mymensingh,1107,110
13-06-2023,Sylhet,576,20
13-06-2023,Barisal,350,0
13-06-2023,Rangpur,839,150
14-06-2023,Dhaka,5422,53
14-06-2023,Chittagong,1340,0
14-06-2023,Khulna,1878,250
14-06-2023,Rajshahi,1549,87
14-06-2023,Comilla,1432,208
14-06-2023,Mymensingh,1019,68
14-06-2023,Sylhet,270,0
14-06-2023,Barisal,505,47
14-06-2023,Rangpur,966,119
15-06-2023,Dhaka,5340,20
15-06-2023,Chittagong,1336,0
15-06-2023,Khulna,1908,19
15-06-2023,Rajshahi,1539,0
15-06-2023,Comilla,1431,211
15-06-2023,Mymensingh,486,0
15-06-2023,Sylhet,447,0
15-06-2023,Barisal,447,0
15-06-2023,Rangpur,584,0
16-06-2023,Dhaka,3794,0
16-06-2023,Chittagong,1261,0
16-06-2023,Khulna,1857,0
16-06-2023,Rajshahi,1378,0
16-06-2023,Comilla,951,0
16-06-2023,Mymensingh,695,0
16-06-2023,Sylhet,369,0
16-06-2023,Barisal,467,0
16-06-2023,Rangpur,740,0
17-06-2023,Dhaka,3903,0
17-06-2023,Chittagong,1237,0
17-06-2023,Khulna,1580,0
17-06-2023,Rajshahi,1231,0
17-06-2023,Comilla,1212,0
17-06-2023,Mymensingh,717,0
17-06-2023,Sylhet,381,0
17-06-2023,Barisal,454,0
17-06-2023,Rangpur,784,0
18-06-2023,Dhaka,4832,30
18-06-2023,Chittagong,1270,0
18-06-2023,Khulna,1747,0
18-06-2023,Rajshahi,1272,0
18-06-2023,Comilla,1132,0
18-06-2023,Mymensingh,958,90
18-06-2023,Sylhet,389,0
18-06-2023,Barisal,436,0
18-06-2023,Rangpur,734,0
19-06-2023,Dhaka,5046,20
19-06-2023,Chittagong,1313,0
19-06-2023,Khulna,1639,0
19-06-2023,Rajshahi,1314,0
19-06-2023,Comilla,1190,10
19-06-2023,Mymensingh,925,50
19-06-2023,Sylhet,399,0
19-06-2023,Barisal,401,0
19-06-2023,Rangpur,743,0
20-06-2023,Dhaka,4737,0
20-06-2023,Chittagong,1368,0
20-06-2023,Khulna,1629,0
20-06-2023,Rajshahi,1424,0
20-06-2023,Comilla,1226,0
20-06-2023,Mymensingh,993,0
20-06-2023,Sylhet,392,0
20-06-2023,Barisal,449,0
20-06-2023,Rangpur,738,0
21-06-2023,Dhaka,5079,35
21-06-2023,Chittagong,1365,0
21-06-2023,Khulna,1749,0
21-06-2023,Rajshahi,1301,0
21-06-2023,Comilla,1365,0
21-06-2023,Mymensingh,936,0
21-06-2023,Sylhet,482,0
21-06-2023,Barisal,441,0
21-06-2023,Rangpur,805,0
22-06-2023,Dhaka,5111,50
22-06-2023,Chittagong,1311,0
22-06-2023,Khulna,1616,190
22-06-2023,Rajshahi,1363,0
22-06-2023,Comilla,1403,20
22-06-2023,Mymensingh,1045,40
22-06-2023,Sylhet,520,42
22-06-2023,Barisal,410,0
22-06-2023,Rangpur,858,0
23-06-2023,Dhaka,4690,18
23-06-2023,Chittagong,1288,0
23-06-2023,Khulna,1560,0
23-06-2023,Rajshahi,1416,0
23-06-2023,Comilla,1289,0
23-06-2023,Mymensingh,1074,103
23-06-2023,Sylhet,505,0
23-06-2023,Barisal,403,0
23-06-2023,Rangpur,892,0
24-06-2023,Dhaka,5065,61
24-06-2023,Chittagong,1255,0
24-06-2023,Khulna,1657,96
24-06-2023,Rajshahi,1406,52
24-06-2023,Comilla,1315,96
24-06-2023,Mymensingh,1144,144
24-06-2023,Sylhet,555,0
24-06-2023,Barisal,412,35
24-06-2023,Rangpur,979,83
25-06-2023,Dhaka,4984,86
25-06-2023,Chittagong,1318,0
25-06-2023,Khulna,1686,181
25-06-2023,Rajshahi,1446,95
25-06-2023,Comilla,1422,170
25-06-2023,Mymensingh,1173,164
25-06-2023,Sylhet,572,0
25-06-2023,Barisal,406,0
25-06-2023,Rangpur,920,138
26-06-2023,Dhaka,4409,0
26-06-2023,Chittagong,1196,0
26-06-2023,Khulna,1489,0
26-06-2023,Rajshahi,1373,0
26-06-2023,Comilla,1311,0
26-06-2023,Mymensingh,1113,30
26-06-2023,Sylhet,543,0
26-06-2023,Barisal,395,0
26-06-2023,Rangpur,905,0
27-06-2023,Dhaka,3429,0
27-06-2023,Chittagong,1120,0
27-06-2023,Khulna,1479,0
27-06-2023,Rajshahi,1280,0
27-06-2023,Comilla,1124,0
27-06-2023,Mymensingh,995,0
27-06-2023,Sylhet,540,0
27-06-2023,Barisal,373,0
27-06-2023,Rangpur,831,0
28-06-2023,Dhaka,2747,0
