date,demand_mw,previous_load_shed,load_shed_3day_avg,load_shed_7day_avg,previous_demand,demand_3day_avg,demand_change,day_of_week,month,day_of_month,is_weekend,actual_next_day_risk,predicted_probability
2025-06-03,0.42900792,-0.25736094,-0.06971653,0.35983706,0.3290183,-0.17394744,0.034700293,0.09350343,-0.16738316,-0.12790126,-0.008935338,0,0.2989978
2025-06-04,0.3013489,-0.26067802,-0.09892622,-0.2599648,0.377037,-0.14601155,0.1309309,-0.11085652,-0.14553441,-0.47843632,-0.018090308,0,0.11898497
2025-06-14,1.1518093,0.31789345,-0.11151104,0.39300442,-0.38961554,0.40102535,0.18421644,-0.14083903,-0.19349264,-0.062431034,0.041539937,0,0.57412523
2025-06-15,1.067881,-0.29211825,0.4556186,0.3451816,-0.32970616,-0.24940754,0.0022439081,0.22388496,-0.039253857,-0.06622507,0.041539937,0,0.46673477
2025-06-16,0.9746214,-0.13066716,0.28501737,0.34708798,-0.34766924,-0.12340228,-0.50738966,0.35873836,-0.1091018,-0.3019778,-0.048769355,0,0.28978917
2025-06-17,1.4157319,-0.20549934,-0.05590769,-0.013245312,-0.058459282,0.6179057,0.036483783,0.38521183,-0.2427829,-0.25525433,-0.024406316,0,0.5761239
2025-06-18,0.6855553,-0.12144936,0.019753847,-0.02474656,-0.32951236,0.45785406,-0.45578516,-0.022009823,-0.28852534,-0.40842745,-0.03508612,0,0.14000164
2025-06-19,0.9309466,-0.18173152,0.04454943,0.17670262,0.40319598,0.66737986,0.41439888,-0.7017797,-0.24056818,-0.4648172,-0.014854888,0,0.43549266
2025-06-20,0.56706125,-0.24407044,0.055515807,0.16087018,0.060260694,0.6800261,-0.16180617,-0.61384827,-0.28123918,-0.41968635,-0.022992134,0,0.1805234
2025-06-21,1.1101946,-0.18187054,-0.015730904,-0.235987,0.21845695,0.16370082,0.20622776,-0.3769688,-0.20693573,-0.38029352,0.039644465,0,0.27839047
2025-06-22,1.0795385,-0.24984817,0.010026248,-0.34395412,-0.13580477,0.5347269,-0.094331786,0.4823782,-0.14109649,-0.4084116,0.053525206,0,0.37609667
2025-06-23,1.2485783,-0.12338943,0.03160821,-0.3291883,-0.115759075,0.7944303,-0.28830695,0.4301159,-0.17895414,-0.49071988,-0.033029146,0,0.41398615
2025-06-24,1.4395751,-0.07214211,0.03603662,0.017890451,0.36127976,0.5934193,0.6279318,0.3336381,-0.18685605,-0.3122843,-0.022572594,0,0.8209828
2025-07-13,0.9489068,-0.26344186,-0.07695143,-0.34140286,-0.4784417,0.7505771,-0.025506727,0.09079998,-0.5699157,-0.14404893,0.03766428,0,0.20348439
2025-07-14,0.8190629,-0.109474204,0.017935516,-0.26883337,-0.53113824,-0.004587432,-0.28002882,0.5498707,-0.27168337,-0.012911801,-0.036694065,0,0.19444554
2025-07-15,1.2363844,-0.20147103,0.028890247,-0.23447822,-0.17077681,-0.002697153,-0.1282292,0.4664856,-0.35638076,-0.046984132,-0.025238754,0,0.3257671
2025-07-16,1.1348598,-0.23486662,-0.07679531,-0.24349363,-0.4154812,0.5230668,-0.040331982,0.11568192,-0.39294982,-0.3151818,-0.021275228,0,0.22103176
2025-07-17,1.0284139,-0.23346066,-0.068924576,-0.32564384,-0.33995324,0.55663395,0.18504484,-0.7398576,-0.42995465,-0.36847126,-0.021418637,0,0.114003114
2025-07-18,1.2259208,-0.25343263,-0.04939055,-0.3108788,-0.2117901,0.5879855,-0.07716076,-0.5689447,-0.45806095,-0.34419626,-0.02383858,0,0.14471322
2025-07-30,1.1817989,0.31352973,-0.16152745,-0.35039467,0.123919025,0.6642782,0.16356242,-0.049213268,-0.53038484,0.6966089,-0.011592928,0,0.6786746
2025-07-31,0.236568,0.32997417,-0.4372963,-0.2833297,0.0303519,0.36863026,-0.51545596,-0.6424988,-0.37747133,1.4708636,-0.028644858,0,0.24209899
2025-08-01,-0.36683977,-0.23841226,-0.39507177,0.16486746,0.032637067,0.34536445,-0.14353295,-0.4420981,-0.38682956,0.5532826,-0.020059565,0,0.10068931
2025-08-11,1.6175164,-0.08354993,0.0030980026,-0.19654937,0.27458158,0.9761391,-0.0017211941,0.4104702,0.023908313,-0.20073865,0.0039919945,0,0.82262725
2025-08-12,1.5064101,-0.23448122,-0.019550648,-0.22043507,-0.3016711,0.9256988,0.1366051,0.5021117,0.036755305,-0.039402038,-0.01641464,0,0.72764945
2025-08-13,0.89388967,-0.12833849,0.021951707,-0.307955,-0.31738117,0.60842437,-0.71281004,0.075288616,-0.010116094,-0.010665323,-0.023822138,0,0.23068802
