date,demand_mw,previous_load_shed,load_shed_3day_avg,load_shed_7day_avg,previous_demand,demand_3day_avg,demand_change,day_of_week,month,day_of_month,is_weekend,actual_next_day_risk,predicted_probability
2025-08-14,1.187408,-0.09655548,-0.01546386,0.051529936,0.16929945,0.56793284,0.21830899,-0.7097559,0.0010929506,-0.05693963,-0.01919357,0,0.50119174
2025-08-15,1.0523251,-0.28159726,-0.08976004,-0.24313767,-0.2447219,0.7971238,0.023826452,-0.5368189,-0.098981075,-0.100463256,-0.016010363,0,0.26286852
2025-08-16,1.2053511,-0.20752044,-0.113311075,-0.23213887,-0.30717167,0.8042447,-0.1410036,-0.310206,-0.12725176,-0.31458268,0.0334329,0,0.2683412
2025-08-17,1.1847119,-0.24097835,-0.06831237,-0.2196525,-0.4488919,0.6470412,-0.07663545,0.21219197,-0.26527777,-0.3568641,0.033564292,0,0.29069716
2025-08-18,1.2127242,-0.11931075,0.0077940845,-0.24221195,-0.42175084,-0.076265775,-0.31762725,0.5795974,0.105134465,-0.2815273,-0.02849594,0,0.2942491
2025-08-19,1.3558193,-0.20755982,0.010560575,-0.2137809,-0.3271929,-0.08781783,-0.075722255,0.46435937,0.10768878,-0.3790034,-0.01965058,0,0.33957326
2025-08-20,1.0818639,-0.17335004,-0.014004269,-0.22041704,-0.43942246,-0.05265352,0.4895416,0.14619192,0.08983124,-0.33936644,-0.016720891,0,0.3226974
2025-08-21,0.7115313,-0.17440733,0.036956523,-0.3536985,-0.21267167,0.5634983,-0.58563924,-0.7627011,-0.006888215,-0.32788387,-0.029941844,0,0.080561526
2025-08-22,0.8491809,-0.22895251,0.0007024823,-0.28909948,0.51964086,0.8732311,0.5420335,-0.5460038,-0.032500263,-0.43711382,-0.009692182,0,0.48713517
2025-08-23,0.77184653,-0.27984944,-0.0260932,-0.104737945,0.23424654,0.9506141,-0.10977332,-0.40853503,-0.07177834,-0.41794136,0.019252341,0,0.3239569
2025-08-24,1.3281137,-0.21553952,0.0022521522,-0.29341826,0.53456354,0.27770695,0.019295253,0.21862787,-0.18391109,-0.18621372,0.03358622,0,0.56024736
2025-08-25,1.4125421,-0.13561992,-0.050429277,-0.28452224,-0.16354683,0.94053406,-0.016481573,0.28255272,0.14426708,-0.18664856,-0.018173998,0,0.65284693
2025-08-26,1.1735606,-0.10583554,-0.053707458,-0.23140654,-0.37724966,0.65791285,0.13066284,0.4246069,0.14704853,-0.16976242,-0.018573713,0,0.5706148
2025-08-27,0.97876793,-0.10406679,0.032547858,-0.16275577,-0.48578715,-0.22332491,-0.6280078,0.04513611,0.1166042,0.23553953,-0.023874784,0,0.18062507
2025-08-28,0.65397596,-0.1659925,0.07524973,-0.2284687,0.011274558,-0.10934181,-0.56411594,-0.70212966,0.042305972,0.8878806,-0.019782161,0,0.19591233
2025-08-29,1.1015685,-0.20279458,-0.026711904,-0.14863805,0.70586264,0.67276883,-0.13315372,-0.5555768,0.03550674,0.8935715,-0.009993122,0,0.7387562
2025-08-30,1.2804676,-0.1908577,-0.03660642,-0.2319331,0.37204388,0.9166194,-0.24282436,-0.32901773,-0.035980273,0.9543773,0.011113798,0,0.7639585
2025-08-31,1.136669,-0.18064901,-0.03083414,-0.21264647,-0.2529847,0.822494,-0.10866938,0.27564248,-0.17606816,1.6349455,0.0095463125,1,0.83542144
2025-09-01,0.6884691,-0.16703813,-0.18320824,-0.33810055,-0.57693225,0.5606858,-0.62024915,0.41543305,0.18011566,-0.02562311,-0.028219821,0,0.19979681
2025-09-02,1.2849711,0.35024625,-0.08707212,0.1562726,0.015450029,0.46441764,0.5194647,0.24995306,0.3832644,0.0037139878,-0.0151034,0,0.8841859
2025-09-03,1.0707425,-0.24377212,-0.1819465,0.06877862,-0.63232315,-0.3520109,0.19517386,0.0984062,0.1967206,-0.23721358,-0.013330089,0,0.21020818
2025-09-04,0.9824246,-0.26458317,-0.1968883,0.021829626,-0.53314644,-0.497556,0.15651166,-0.6740653,0.20061468,-0.36917463,-0.013929512,0,0.07721087
2025-09-05,0.85298043,-0.21221246,-0.08566332,-0.003339108,-0.6011529,-0.31497595,-0.44386122,-0.35462868,0.18480134,-0.41432062,-0.03491124,0,0.061792932
2025-09-06,0.9808266,-0.23846175,-0.20279105,0.1050284,-0.32986927,-0.24836764,0.10485245,-0.23340313,0.21850744,-0.40833995,0.027948435,0,0.17990862
2025-09-07,1.0708117,-0.21943162,-0.124603964,-0.067348294,-0.5016002,-0.19741632,0.036373917,0.26246598,0.079754606,-0.3370637,0.055746913,1,0.22527097
2025-09-08,1.0745285,-0.24141039,-0.11654771,0.12601332,-0.3629222,-0.104042895,0.21396601,0.34613258,0.11395307,0.07253518,-0.013592234,1,0.45405895
2025-09-09,1.5235022,0.7052905,-0.24235709,0.10085387,-0.022945853,0.43000084,-0.102142684,0.33119678,0.2768275,0.010360322,-0.020453567,0,0.8451735
2025-09-10,1.103438,0.52049625,0.21499039,0.13030098,-0.11112791,0.6060161,-0.09816493,-0.08281156,0.3366656,0.041566256,-0.019433832,0,0.7939723
2025-09-11,1.048853,-0.22105134,0.2990967,0.21885681,-0.2461532,0.5611726,0.20045713,-0.65288913,0.338817,-0.030555248,-0.019458836,0,0.5508852
2025-09-12,0.5974233,-0.21957861,-0.10215786,0.23718597,-0.3221906,-0.22699541,-0.53726953,-0.40425348,0.19752003,-0.04246836,-0.039051622,0,0.10388971
2025-09-13,0.7697919,-0.2994519,-0.09645361,0.28643414,0.44492316,0.8574236,0.58918923,-0.22986776,0.2106359,0.0012550126,0.03761264,0,0.7822105
2025-09-14,0.1623715,-0.15921293,0.033807445,0.15266535,-0.09372506,0.79624736,-0.49319488,0.3433724,0.011005275,0.014720097,0.06419162,0,0.38683188
2025-09-15,-0.5567783,-0.20377092,-0.03897441,0.19751245,0.09019287,0.98955935,-0.23796368,0.2047424,0.030152082,0.04322408,0.0026010787,0,0.31596005
2025-09-16,-0.48070386,-0.21696773,-0.11498364,-0.11021257,-0.41340834,-0.27962577,-0.23156701,0.22884537,0.06075308,-0.3045352,-0.0029279399,0,0.040768214
2025-09-17,0.8878349,-0.23832628,-0.108034365,-0.23354585,-0.19893345,-0.28135934,-0.1715956,0.22029695,0.13275212,-0.29528162,-0.0035027321,0,0.1704288
2025-09-18,0.650984,-0.30043915,-0.09148813,-0.15964998,0.25424936,-0.33494642,-0.08226663,-0.4869616,0.1794206,-0.40684384,-0.0043369075,0,0.111533195
2025-09-19,1.5205134,-0.19828944,-0.01103268,-0.16889858,0.24558507,0.7798493,0.8088809,-0.4706779,0.32226053,-0.25575852,0.003450356,0,0.7829576
2025-09-20,1.1843041,-0.2616721,-0.094310306,-0.40931833,-0.34856796,0.96199375,-0.27301264,-0.26637906,0.22960034,-0.33474383,0.034655146,0,0.2951819
2025-09-21,1.1327124,-0.1891319,-0.06738614,-0.3557139,-0.5104008,0.7963412,-0.093329616,0.38602483,0.10972434,-0.37208143,0.033564292,0,0.39590093
2025-09-22,1.1867218,-0.15073177,-0.0027743299,-0.32095706,-0.45419702,-0.20241414,0.24375002,0.40747753,0.16259784,-0.43950427,-0.02849594,0,0.2908161
2025-09-23,1.1037612,-0.15610869,-0.042760726,-0.25336057,-0.460798,-0.2813355,-0.18678808,0.28875417,0.13004221,-0.47080052,-0.018573713,1,0.16234732
2025-10-12,0.6452903,-0.24715236,-0.11681023,-0.38895684,-0.13915494,0.34477258,0.07101501,0.13273454,-0.05874073,-0.020798534,-0.01761312,0,0.25193623
2025-10-13,1.4365922,-0.14599334,-0.05608069,-0.07702268,0.34723553,1.2188773,0.04351978,0.33537355,0.16803253,-0.03605828,0.0031270501,1,0.8748683
2025-10-14,0.7989276,-0.19081078,0.010985573,-0.50130856,-0.20404696,0.81590104,0.013908192,0.3568325,0.11343632,-0.012364763,-0.0049590115,1,0.47591957
2025-10-15,1.2076095,0.44952115,0.49832496,0.28585634,0.10916597,0.81627584,0.3884901,0.15903176,0.25225332,-0.018394265,-0.0013548596,1,0.94551915
2025-10-16,0.7467625,0.61352164,-0.2993062,0.10660004,0.005570026,0.3135832,0.11805717,-0.6656635,0.24158838,-0.45261192,-0.018696781,0,0.35812914
2025-10-17,1.4368045,0.4635088,-0.09707575,0.2154887,-0.034676407,0.5355765,0.2703889,-0.38372374,0.24966222,-0.4100829,-0.002647596,0,0.72118056
2025-10-18,1.2761412,-0.33846757,-0.29764375,0.22104527,-0.14698642,0.2765693,-0.20293841,-0.25285515,0.21505131,-0.4232662,0.038624153,1,0.28340706
2025-10-19,1.3240445,-0.19205275,0.42977664,0.28811342,-0.23225032,0.8548374,0.26369923,0.3729145,0.21476983,-0.37940457,0.027532028,1,0.84278303
2025-10-20,0.6420918,0.36894408,-0.21174257,0.21940643,-0.41744134,0.20270409,-0.66184,0.28969732,0.22201976,-0.48723933,-0.020212922,0,0.24112712
2025-10-21,1.5348005,0.30817148,-0.26002657,-0.09347158,0.14203024,0.4698191,0.6829037,0.19075464,0.37322295,-0.32461962,-0.023953944,0,0.8464121
2025-10-22,1.4504768,-0.24111372,-0.28243428,0.24185827,-0.32047778,0.4638202,0.35862845,0.044099644,0.3126044,-0.5612975,-0.019740427,0,0.53830636
2025-10-23,1.1907783,-0.2793676,0.5862752,0.30150798,-0.3211879,0.58498675,0.18095347,-0.5987796,0.266168,-0.40875354,-0.013606207,0,0.548863
2025-10-24,0.8269246,-0.22472614,-0.013956842,0.17138332,-0.2204909,0.45276806,-0.31403017,-0.3553519,0.2793299,-0.21828564,-0.03002539,0,0.28103
2025-10-25,1.2365322,-0.27787238,-0.07364903,0.20316957,0.39684117,0.75324565,-0.020784123,-0.25296572,0.25724748,-0.16008003,0.032446116,0,0.6902384
2025-10-26,1.2348853,-0.29517192,-0.045196284,0.1854939,0.21294416,0.84435886,0.037520964,0.3102578,0.15462326,-0.09683642,0.021739524,0,0.7810374
2025-10-27,1.4510256,-0.21265413,-0.09238859,0.31330755,0.26156923,0.7428735,0.046578493,0.25726214,0.26074398,0.24886659,-0.0104407435,0,0.87802374
2025-10-28,1.3763685,-0.2317455,-0.09196582,-0.22923897,-0.07456088,0.779146,0.06591068,0.29365933,0.19598709,0.72914976,-0.009490899,0,0.819109
2025-10-29,1.2706919,-0.24351247,-0.09936587,-0.26376632,-0.1475709,0.76934105,0.09117441,0.09974522,0.23033154,0.7561907,-0.0059940885,0,0.7621257
2025-10-30,1.29166,-0.18894242,-0.04304359,-0.31002948,-0.039733067,0.66175437,-0.13307153,-0.6287966,0.26627603,0.93376523,-0.008414032,0,0.62446135
2025-10-31,0.7720937,-0.20059231,-0.04431821,-0.35146132,-0.25096884,0.56120604,-0.5278267,-0.30450803,0.23891555,1.6721604,-0.023654686,0,0.56172055
2025-11-01,-0.11376527,-0.19163819,-0.1420366,-0.458745,0.04729314,0.8117789,-0.39170533,-0.11170172,0.006904152,0.0023599039,0.0384065,0,0.14236963
2025-11-02,-0.20808737,-0.29562494,-0.17359383,-0.35616773,-0.043303814,0.9742981,0.18093866,0.2260491,-0.16754614,0.3800666,0.009096343,0,0.3171777
2025-11-03,-0.27267978,-0.2857663,-0.1900757,-0.3308422,0.019012615,0.9145489,0.1634232,0.41936013,-0.06250677,-0.099606514,0.0034359153,0,0.26608205
2025-11-04,0.92610115,-0.25547242,-0.22818777,-0.24944605,-0.008705372,-0.42558464,0.34472096,0.28039774,0.10928762,-0.65408784,-0.00208468,0,0.18908639
2025-11-05,-0.30657703,-0.16276167,-0.083317794,-0.4245286,0.30441985,0.92197263,-0.38553658,-0.009639313,-0.028746184,-0.62427217,-0.008060763,0,0.10910226
2025-11-06,-0.5419636,-0.24609347,-0.2090772,-0.3280177,-0.14110744,-0.09091159,-0.23512568,-0.4240137,-0.1050993,-0.6418041,-0.005833062,0,0.013898959
2025-11-07,-0.41084236,-0.2755481,-0.24340437,-0.3937098,-0.18534274,-0.38822648,0.055225905,-0.29882577,-0.111388706,-0.5369066,-0.003413119,1,0.016540272
2025-11-08,-0.5682288,-0.25527385,-0.24591598,-0.34905922,-0.30811405,-0.31553406,-0.057648964,-0.19135758,-0.25663775,0.11993966,0.0011692091,1,0.02367079
2025-11-09,0.034830317,0.37977293,-0.10611176,0.10069466,-0.2932053,-0.29894263,0.23409021,0.08641897,-0.28728926,0.028237589,-0.0041485196,0,0.19488913
2025-11-10,-0.3455422,0.12498292,-0.2625143,-0.1762624,0.09100118,-0.22725265,-0.26151192,0.1939166,-0.023135804,0.036968853,-0.008972483,0,0.10421733
2025-11-11,0.027097553,-0.23781076,-0.23415363,-0.117236964,-0.2586259,-0.0471084,0.048264105,0.25495952,-0.050556958,0.01477424,-0.007130482,0,0.13006042
2025-11-12,-0.21341738,-0.16765378,0.27342677,-0.14230749,0.6047643,0.06993078,0.47907254,0.1143319,0.018317256,0.0647296,-0.019318188,0,0.44743976
2025-11-13,-0.1051418,-0.21337137,0.03334736,-0.18100484,-0.06179235,-0.02007064,0.11926509,-0.28442842,0.05092132,-0.06444877,-0.021456577,0,0.11495705
2025-11-14,-0.9263062,-0.16281365,0.03209049,-0.2552624,-0.22134516,-0.030942041,-0.35851118,-0.23437513,-0.016969243,0.049362443,-0.042991355,0,0.030443622
2025-11-15,-0.36644235,-0.2444173,-0.09823066,-0.1908177,-0.30805862,-0.12809597,-0.26523936,-0.17558093,-0.26548228,-0.064016245,0.048505872,0,0.03386985
2025-11-16,-0.9862749,-0.22426912,-0.049953353,0.116550624,-0.5032507,-0.6429971,-0.21522884,0.18146741,-0.4159427,-0.39169666,0.028428297,0,0.012175658
2025-11-17,-0.6183162,-0.21720904,-0.07811975,-0.3168823,-0.3739228,-1.1146818,-0.10669414,-0.06371073,-0.11648565,-0.37816456,-0.033439107,0,0.0089198025
2025-11-18,-0.7826145,-0.2285547,-0.066509865,-0.28805754,-0.43507203,-1.095502,-0.20793416,0.1269941,-0.062191613,-0.41544798,-0.039958198,0,0.008262379
2025-11-19,-1.1572268,-0.21470484,-0.05998508,-0.31871602,-0.44351023,-1.0715036,-0.25800833,-0.010587982,-0.09093734,-0.3943658,-0.039491482,0,0.004716625
2025-11-20,-0.5011386,-0.21397926,-0.05982487,-0.33181542,-0.3636676,-0.9907816,-0.089983985,-0.33732316,-0.084778495,-0.34289107,-0.04004654,0,0.00947925
2025-11-21,-1.349788,-0.16149776,-0.020089757,-0.3578486,-0.37357277,-0.9940554,0.1534201,-0.2439979,-0.055754922,-0.25676382,-0.04566621,0,0.006702768
2025-11-22,-0.6932969,-0.21403696,-0.09556819,-0.32955712,0.24906664,-0.9620027,-0.118856564,-0.02442364,-0.4011316,-0.410135,0.05929108,0,0.014293572
2025-11-23,-1.2601823,-0.20482212,-0.048832018,-0.35779768,-0.41854376,-1.0016595,0.047746543,0.36721957,-0.39587674,-0.2473065,0.0718147,0,0.008653181
2025-11-24,-1.4693186,-0.21854854,-0.06463465,-0.3217409,-0.46818146,-0.97973853,-0.24517666,-0.07228809,-0.13122264,-0.13296285,-0.043766506,0,0.0043186867
2025-11-25,-1.0349386,-0.19783626,-0.055606052,-0.28609753,-0.3689441,-0.9807225,-0.16684586,0.10612939,-0.12755874,0.010525254,-0.04432156,0,0.011668651
2025-11-26,-1.3950807,-0.20876312,-0.05821287,-0.31119674,-0.4110828,-0.9430044,-0.2393347,-0.016018657,-0.102561675,0.013633001,-0.043766506,0,0.0066379895
2025-11-27,-0.9779197,-0.204113,-0.07159546,-0.314274,-0.44857666,-0.86630386,0.039175425,-0.31988338,-0.13876683,0.14131269,-0.04284076,0,0.01102307
2025-11-28,-1.1515651,-0.1664713,-0.007349953,-0.29585317,-0.541132,-0.919609,-0.5381179,-0.17836455,-0.07674306,0.53604203,-0.048998825,0,0.009184056
2025-11-29,-0.7628472,-0.20794576,-0.09948567,-0.2860976,0.087262064,-0.84876263,0.0264366,-0.074375115,-0.42337114,0.38841015,0.056419447,0,0.031151291
2025-11-30,-1.1960024,-0.1957088,-0.048046406,-0.29735905,-0.5091078,-0.8910245,-0.45025316,0.39382637,-0.44033653,0.6476508,0.09112291,0,0.014947739
2025-12-01,-1.384483,-0.21903183,-0.15795425,-0.33673632,-0.47225037,-0.9627745,-0.04819877,-0.05941232,-0.20184311,0.2937963,-0.041346733,0,0.0075163487
2025-12-02,-1.3952147,-0.23578091,-0.16285492,-0.3101466,-0.43382585,-0.9839325,0.121327005,0.053106528,-0.20191723,0.26784053,-0.040791675,0,0.009804252
2025-12-03,-1.5009093,-0.24086465,-0.16355564,-0.3342099,-0.49253282,-0.93446755,-0.17623374,-0.020426799,-0.14382717,-0.2125104,-0.04125839,0,0.003858185
2025-12-04,-1.4005407,-0.23500793,-0.16808681,-0.35026306,-0.5120317,-0.85330695,-0.19407909,-0.37303427,-0.19394878,-0.42401183,-0.0465013,0,0.002367126
2025-12-05,-1.4498855,-0.22470409,-0.17899041,-0.36609322,-0.098537005,-0.8096535,-0.15927963,-0.3199945,-0.24870366,-0.5480384,-0.04628198,0,0.0031947116
2025-12-06,-1.0379314,-0.24195987,-0.21816792,-0.36119324,-0.18903482,-0.9297989,-0.11998302,0.004959302,-0.600412,-0.5131869,0.07335712,0,0.0043803
2025-12-07,-1.0864805,-0.2334013,-0.16933814,-0.33761498,-0.42601633,-1.0978345,-0.081018016,0.4207155,-0.7117383,-0.48756465,0.08385512,0,0.004410566
2025-12-08,-1.4581814,-0.20766932,-0.117871486,-0.32478523,-0.42051956,-1.0492976,-0.0017722412,-0.13173413,-0.2900213,0.029453466,-0.04603459,0,0.0049111303
2025-12-09,-1.44092,-0.20658825,-0.10487686,-0.3202883,-0.42021298,-0.9555971,0.06722493,0.057311475,-0.24963334,-0.085002705,-0.04603459,0,0.006709403
2025-12-10,-1.3956741,-0.2007151,-0.1009666,-0.36546618,-0.406604,-0.9701537,0.063803785,-0.033589225,-0.23005322,-0.092337675,-0.04603459,0,0.006238938
2025-12-11,-1.2928698,-0.19583994,-0.11947425,-0.38763583,-0.43942976,-0.9154539,0.07619752,-0.38873684,-0.24420473,-0.19248272,-0.04603459,0,0.004325635
2025-12-12,-1.5007563,-0.16287209,-0.037171733,-0.43176305,-0.5066874,-0.907882,-0.58124304,-0.23011513,-0.19409621,-0.12019103,-0.060399707,0,0.0024091343
2025-12-13,-1.0527879,-0.21025327,-0.13517904,-0.37063938,-0.122572556,-0.9643938,-0.017657567,-0.014812416,-0.58576334,-0.076616555,0.07335712,0,0.008407263
2025-12-14,-1.1712837,-0.22749177,-0.08541553,-0.38918105,-0.5193885,-0.9458769,-0.31965274,0.3148621,-0.6345999,-0.082945585,0.08225478,0,0.0051090615
2025-12-15,-1.4321623,-0.21817803,-0.078212015,-0.34633923,-0.45709637,-1.0595245,-0.014366595,-0.115149096,-0.2990924,-0.10381952,-0.04603459,0,0.004223454
2025-12-16,-1.4980474,-0.17261921,-0.00501296,-0.32717258,-0.45403516,-0.9577358,-0.8238491,-0.047528334,-0.16690534,-0.38935563,-0.055837166,0,0.002043603
2025-12-17,-1.3678513,-0.20034035,-0.07512815,-0.3234234,0.11643944,-0.9081906,-0.2450135,0.031338647,-0.24543819,-0.3415516,-0.04432156,0,0.0074181766
2025-12-18,-1.2789217,-0.19565779,-0.08210118,-0.35378066,0.116785124,-0.9927929,-0.25778288,-0.39743036,-0.27460164,-0.38922268,-0.04432156,0,0.0043090256
2025-12-19,-1.60787,-0.16024683,-0.012492225,-0.37388974,-0.46542773,-0.873869,0.12570255,-0.2853478,-0.15553185,-0.38576424,-0.049154785,0,0.003923705
2025-12-20,-1.0639809,-0.21304423,-0.08279628,-0.34034383,-0.87657434,-1.1425337,-0.12220136,-0.031340476,-0.42733693,-0.32627812,0.058548685,0,0.0028409234
2025-12-21,-1.0868129,-0.21380784,-0.064201534,-0.32988936,0.14564969,-1.1454859,-0.3254411,0.37359023,-0.63249296,-0.28778473,0.0799174,0,0.008328927
2025-12-22,-1.4088118,-0.212664,-0.07219818,-0.30910602,-0.39886478,-1.1843059,0.0036590933,-0.12653074,-0.22036135,-0.3657952,-0.043766506,0,0.0035699052
2025-12-23,-1.3727802,-0.21270952,-0.06665901,-0.27648827,-0.35445046,-0.8821622,0.016825467,0.030686887,-0.1954039,-0.35583392,-0.043766506,0,0.006655485
2025-12-24,-1.4207249,-0.19232364,-0.055352245,-0.31991717,-0.45169768,-0.9374575,-0.07585261,-0.01711892,-0.12056986,-0.13830882,-0.044800337,0,0.0062617077
2025-12-25,-1.2390665,-0.2026974,-0.0639051,-0.34970728,0.009107532,-0.81009173,-0.31763524,-0.3622477,-0.13250867,0.00094292674,-0.043766506,0,0.008126446
2025-12-26,-1.2156724,-0.21432303,-0.05809198,-0.34926167,-0.08652195,-0.89872056,-0.28608733,-0.31275827,-0.20349741,0.048230305,-0.04344677,0,0.007296417
